,title,genres,tmdbId
972,Akira,Action|Adventure|Animation|Sci-Fi,149.0
973,Highlander,Action|Adventure|Fantasy,8009.0
976,Young Frankenstein,Comedy|Fantasy,3034.0
979,"Great Dictator, The",Comedy|Drama|War,914.0
980,Fantasia,Animation|Children|Fantasy|Musical,756.0
985,Ben-Hur,Action|Adventure|Drama,665.0
989,Indiana Jones and the Last Crusade,Action|Adventure,89.0
991,Gandhi,Drama,783.0
1001,Butch Cassidy and the Sundance Kid,Action|Western,642.0
1004,When Harry Met Sally...,Comedy|Romance,639.0
1008,Alien³ (a.k.a. Alien 3),Action|Horror|Sci-Fi|Thriller,8077.0
1009,"American Werewolf in London, An",Comedy|Horror|Thriller,814.0
1021,"Birds, The",Horror|Thriller,571.0
1026,Dracula (Bram Stoker's Dracula),Fantasy|Horror|Romance|Thriller,6114.0
1030,Cape Fear,Thriller,1598.0
1032,Carrie,Drama|Fantasy|Horror|Thriller,7340.0
1034,"Nightmare on Elm Street, A",Horror|Thriller,377.0
1037,"Omen, The",Horror|Mystery|Thriller,794.0
1043,Star Trek: First Contact,Action|Adventure|Sci-Fi|Thriller,199.0
1046,Jingle All the Way,Children|Comedy,9279.0
1051,101 Dalmatians,Adventure|Children|Comedy,11674.0
1052,Die Hard 2,Action|Adventure|Thriller,1573.0
1053,Star Trek: The Motion Picture,Adventure|Sci-Fi,152.0
1056,Star Trek II: The Wrath of Khan,Action|Adventure|Sci-Fi|Thriller,154.0
1057,Star Trek III: The Search for Spock,Action|Adventure|Sci-Fi,157.0
1058,Star Trek IV: The Voyage Home,Adventure|Comedy|Sci-Fi,168.0
1059,Batman Returns,Action|Crime,364.0
1062,Grease,Comedy|Musical|Romance,621.0
1066,Jaws,Action|Horror,578.0
1070,Mars Attacks!,Action|Comedy|Sci-Fi,75.0
1072,Jerry Maguire,Drama|Romance,9390.0
1073,Raising Arizona,Comedy,378.0
1082,Scream,Comedy|Horror|Mystery|Thriller,4232.0
1083,"Last of the Mohicans, The",Action|Romance|War|Western,9361.0
1104,Dante's Peak,Action|Thriller,9619.0
1121,Lost Highway,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,638.0
1123,Donnie Brasco,Crime|Drama,9366.0
1134,Liar Liar,Comedy,1624.0
1144,Anaconda,Action|Adventure|Thriller,9360.0
1153,Austin Powers: International Man of Mystery,Action|Adventure|Comedy,816.0
1157,"Fifth Element, The",Action|Adventure|Comedy|Sci-Fi,18.0
1163,"Lost World: Jurassic Park, The",Action|Adventure|Sci-Fi|Thriller,330.0
1170,Con Air,Action|Adventure|Thriller,1701.0
1172,Speed 2: Cruise Control,Action|Romance|Thriller,1639.0
1173,Batman & Robin,Action|Adventure|Fantasy|Thriller,415.0
1176,Hercules,Adventure|Animation|Children|Comedy|Musical,11970.0
1177,My Best Friend's Wedding,Comedy|Romance,8874.0
1180,Face/Off,Action|Crime|Drama|Thriller,754.0
1182,Men in Black (a.k.a. MIB),Action|Comedy|Sci-Fi,607.0
1186,Contact,Drama|Sci-Fi,686.0
1189,Conan the Barbarian,Action|Adventure|Fantasy,9387.0
1190,George of the Jungle,Children|Comedy,10603.0
1192,Event Horizon,Horror|Sci-Fi|Thriller,8413.0
1198,Conspiracy Theory,Drama|Mystery|Romance|Thriller,8834.0
1208,Air Force One,Action|Thriller,9772.0
1210,"Hunt for Red October, The",Action|Adventure|Thriller,1669.0
1217,L.A. Confidential,Crime|Film-Noir|Mystery|Thriller,2118.0
1218,Seven Years in Tibet,Adventure|Drama|War,978.0
1223,"Game, The",Drama|Mystery|Thriller,2649.0
1230,Chasing Amy,Comedy|Drama|Romance,2255.0
1234,I Know What You Did Last Summer,Horror|Mystery|Thriller,3597.0
1235,The Devil's Advocate,Drama|Mystery|Thriller,1813.0
1242,Gattaca,Drama|Sci-Fi|Thriller,782.0
1252,Bean,Comedy,1281.0
1257,Boogie Nights,Drama,4995.0
1260,Starship Troopers,Action|Sci-Fi,563.0
1266,"Truman Show, The",Comedy|Drama|Sci-Fi,37165.0
1271,"Jackal, The",Action|Thriller,4824.0
1272,Anastasia,Adventure|Animation|Children|Drama|Musical,9444.0
1274,Alien: Resurrection,Action|Horror|Sci-Fi,8078.0
1281,Flubber,Children|Comedy|Fantasy,9574.0
1283,Good Will Hunting,Drama|Romance,489.0
1284,Home Alone 3,Children|Comedy,9714.0
1287,Scream 2,Comedy|Horror|Mystery|Thriller,4233.0
1290,Titanic,Drama|Romance,597.0
1291,Tomorrow Never Dies,Action|Adventure|Thriller,714.0
1294,Jackie Brown,Crime|Drama|Thriller,184.0
1297,"Big Lebowski, The",Comedy|Crime,115.0
1304,Dark City,Adventure|Film-Noir|Sci-Fi|Thriller,2666.0
1318,"Wedding Singer, The",Comedy|Romance,11003.0
1319,Sphere,Sci-Fi|Thriller,10153.0
1321,As Good as It Gets,Comedy|Drama|Romance,2898.0
1330,"Man in the Iron Mask, The",Action|Adventure|Drama,9313.0
1332,Wild Things,Crime|Drama|Mystery|Thriller,617.0
1348,City of Angels,Drama|Fantasy|Romance,795.0
1370,Deep Impact,Drama|Sci-Fi|Thriller,8656.0
1372,Godzilla,Action|Sci-Fi|Thriller,929.0
1374,Fear and Loathing in Las Vegas,Adventure|Comedy|Drama,1878.0
1389,Mulan,Adventure|Animation|Children|Comedy|Drama|Musical|Romance,10674.0
1390,"X-Files: Fight the Future, The",Action|Crime|Mystery|Sci-Fi|Thriller,846.0
1392,Dr. Dolittle,Comedy,3050.0
1397,Armageddon,Action|Romance|Sci-Fi|Thriller,95.0
1398,Lethal Weapon 4,Action|Comedy|Crime|Thriller,944.0
1400,Small Soldiers,Animation|Children|Fantasy|War,11551.0
1401,Pi,Drama|Sci-Fi|Thriller,473.0
1403,There's Something About Mary,Comedy|Romance,544.0
1430,Rocky,Drama,1366.0
1431,Kramer vs. Kramer,Drama,12102.0
1437,Rain Man,Drama,380.0
1443,Labyrinth,Adventure|Fantasy|Musical,13597.0
1444,"Breakfast Club, The",Comedy|Drama,2108.0
1450,Friday the 13th,Horror|Mystery|Thriller,4488.0
1458,Halloween,Horror,948.0
1465,Child's Play,Horror|Thriller,10585.0
1468,Poltergeist,Horror|Thriller,609.0
1471,"Exorcist, The",Horror|Mystery,9552.0
1474,Lethal Weapon,Action|Comedy|Crime|Drama,941.0
1475,Lethal Weapon 2,Action|Comedy|Crime|Drama,942.0
1476,Lethal Weapon 3,Action|Comedy|Crime|Drama,943.0
1477,Gremlins,Comedy|Horror,927.0
1478,Gremlins 2: The New Batch,Comedy|Horror,928.0
1479,"Goonies, The",Action|Adventure|Children|Comedy|Fantasy,9340.0
1480,"Mask of Zorro, The",Action|Comedy|Romance,9342.0
1484,Metropolis,Drama|Sci-Fi,19.0
1485,Back to the Future Part II,Adventure|Comedy|Sci-Fi,165.0
1486,Back to the Future Part III,Adventure|Comedy|Sci-Fi|Western,196.0
1492,Bambi,Animation|Children|Drama,3170.0
1493,Seven Samurai (Shichinin no samurai),Action|Adventure|Drama,346.0
1495,Dune,Adventure|Sci-Fi,841.0
1497,"Godfather: Part III, The",Crime|Drama|Mystery|Thriller,242.0
1502,Saving Private Ryan,Action|Drama|War,857.0
1519,Hocus Pocus,Children|Comedy|Fantasy|Horror,10439.0
1521,"Honey, I Shrunk the Kids",Adventure|Children|Comedy|Fantasy|Sci-Fi,9354.0
1525,"Negotiator, The",Action|Crime|Drama|Mystery|Thriller,9631.0
1526,"Parent Trap, The",Children|Comedy|Romance,9820.0
1540,Blue Velvet,Drama|Mystery|Thriller,793.0
1542,"Jungle Book, The",Animation|Children|Comedy|Musical,9325.0
1543,Lady and the Tramp,Animation|Children|Comedy|Romance,10340.0
1544,"Little Mermaid, The",Animation|Children|Comedy|Musical|Romance,10144.0
1548,101 Dalmatians (One Hundred and One Dalmatians),Adventure|Animation|Children,12230.0
1549,Peter Pan,Animation|Children|Fantasy|Musical,10693.0
1552,"Rescuers, The",Adventure|Animation|Children|Crime|Drama,11319.0
1554,"Return of Jafar, The",Adventure|Animation|Children|Fantasy|Musical|Romance,15969.0
1558,Sleeping Beauty,Animation|Children|Musical,10882.0
1566,Tron,Action|Adventure|Sci-Fi,97.0
1575,Indiana Jones and the Temple of Doom,Action|Adventure|Fantasy,87.0
1584,"Addams Family, The",Children|Comedy|Fantasy,2907.0
1601,Sixteen Candles,Comedy|Romance,15144.0
1615,Rosemary's Baby,Drama|Horror|Thriller,805.0
1616,"NeverEnding Story, The",Adventure|Children|Fantasy,34584.0
1622,Blade,Action|Horror|Thriller,36647.0
1627,Beetlejuice,Comedy|Fantasy,4011.0
1629,Rope,Crime|Drama|Thriller,1580.0
1643,Willow,Action|Adventure|Fantasy,847.0
1644,"Untouchables, The",Action|Crime|Drama,117.0
1660,Rounders,Drama,10220.0
1661,Cube,Horror|Mystery|Sci-Fi|Thriller,431.0
1686,"Few Good Men, A",Crime|Drama|Thriller,881.0
1690,Rush Hour,Action|Comedy|Crime|Thriller,2109.0
1692,Ronin,Action|Crime|Thriller,8195.0
1700,"Thing, The",Action|Horror|Sci-Fi|Thriller,1091.0
1703,Edward Scissorhands,Drama|Fantasy|Romance,162.0
1705,Antz,Adventure|Animation|Children|Comedy|Fantasy,8916.0
1708,What Dreams May Come,Adventure|Drama|Fantasy|Romance,12159.0
1720,"Elephant Man, The",Drama,1955.0
1726,Pleasantville,Comedy|Drama|Fantasy,2657.0
1729,Life Is Beautiful (La Vita è bella),Comedy|Drama|Romance|War,637.0
1733,American History X,Crime|Drama,73.0
1739,"Waterboy, The",Comedy,10663.0
1744,Meet Joe Black,Romance,297.0
1754,Enemy of the State,Action|Thriller,9798.0
1756,"Bug's Life, A",Adventure|Animation|Children|Comedy,9487.0
1777,"View to a Kill, A",Action|Adventure|Thriller,707.0
1779,Police Academy,Comedy|Crime,9336.0
1794,"Prince of Egypt, The",Animation|Musical,9837.0
1795,Rushmore,Comedy|Drama,11545.0
1796,Shakespeare in Love,Comedy|Drama|Romance,1934.0
1801,Rambo: First Blood Part II,Action|Adventure|Thriller,1369.0
1802,First Blood (Rambo: First Blood),Action|Adventure|Drama|Thriller,1368.0
1803,Rambo III,Action|Adventure|Thriller|War,1370.0
1805,Romancing the Stone,Action|Adventure|Comedy|Romance,9326.0
1808,Rocky II,Action|Drama,1367.0
1809,Rocky III,Action|Drama,1371.0
1810,Rocky IV,Action|Drama,1374.0
1811,Rocky V,Action|Drama,1375.0
1819,"Karate Kid, The",Drama,1885.0
1820,"Karate Kid, Part II, The",Action|Adventure|Drama,8856.0
1822,Christmas Vacation (National Lampoon's Christmas Vacation),Comedy,5825.0
1823,You've Got Mail,Comedy|Romance,9489.0
1825,"Thin Red Line, The",Action|Drama|War,8741.0
1826,"Faculty, The",Horror|Sci-Fi,9276.0
1829,Patch Adams,Comedy|Drama,10312.0
1845,"Fly, The",Drama|Horror|Sci-Fi|Thriller,9426.0
1849,"Texas Chainsaw Massacre, The",Horror,30497.0
1854,"Name of the Rose, The (Name der Rose, Der)",Crime|Drama|Mystery|Thriller,192.0
1857,Crocodile Dundee,Adventure|Comedy,9671.0
1871,Payback,Action|Thriller,2112.0
1882,Office Space,Comedy|Crime,1542.0
1885,8MM,Drama|Mystery|Thriller,8224.0
1904,Planet of the Apes,Action|Drama|Sci-Fi,871.0
1913,Analyze This,Comedy,9535.0
1915,Cruel Intentions,Drama,796.0
1916,"Lock, Stock & Two Smoking Barrels",Comedy|Crime|Thriller,100.0
1938,"Matrix, The",Action|Sci-Fi|Thriller,603.0
1939,10 Things I Hate About You,Comedy|Romance,4951.0
1960,eXistenZ,Action|Sci-Fi|Thriller,1946.0
1961,Entrapment,Crime|Thriller,1844.0
1971,"Mummy, The",Action|Adventure|Comedy|Fantasy|Horror|Thriller,564.0
1978,Star Wars: Episode I - The Phantom Menace,Action|Adventure|Sci-Fi,1893.0
1985,Superman,Action|Adventure|Sci-Fi,1924.0
1986,Superman II,Action|Sci-Fi,8536.0
1987,Superman III,Action|Adventure|Sci-Fi,9531.0
1996,"Rocky Horror Picture Show, The",Comedy|Horror|Musical|Sci-Fi,36685.0
2006,Notting Hill,Comedy|Romance,509.0
2013,Austin Powers: The Spy Who Shagged Me,Action|Adventure|Comedy,817.0
2015,Tarzan,Adventure|Animation|Children|Drama,37135.0
2018,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)",Drama,10376.0
2019,Run Lola Run (Lola rennt),Action|Crime,104.0
2021,Big Daddy,Comedy,9032.0
2026,Arachnophobia,Comedy|Horror,6488.0
2027,"South Park: Bigger, Longer and Uncut",Animation|Comedy|Musical,9473.0
2028,Wild Wild West,Action|Comedy|Sci-Fi|Western,8487.0
2030,American Pie,Comedy|Romance,2105.0
2034,"Blair Witch Project, The",Drama|Horror|Thriller,2667.0
2035,Eyes Wide Shut,Drama|Mystery|Thriller,345.0
2037,Ghostbusters (a.k.a. Ghost Busters),Action|Comedy|Sci-Fi,620.0
2038,Ghostbusters II,Comedy|Fantasy|Sci-Fi,2978.0
2042,Deep Blue Sea,Action|Horror|Sci-Fi|Thriller,8914.0
2044,Runaway Bride,Comedy|Romance,4806.0
2048,Spartacus,Action|Drama|Romance|War,967.0
2050,Barry Lyndon,Drama|Romance|War,3175.0
2076,"Iron Giant, The",Adventure|Animation|Children|Drama|Sci-Fi,10386.0
2077,"Sixth Sense, The",Drama|Horror|Mystery,745.0
2096,Airplane!,Comedy,813.0
2102,Big,Comedy|Drama|Fantasy|Romance,2280.0
2125,"13th Warrior, The",Action|Adventure|Fantasy,1911.0
2144,American Beauty,Drama|Romance,14.0
2155,Deliverance,Adventure|Drama|Thriller,10669.0
2173,Three Kings,Action|Adventure|Comedy|Drama|War,6415.0
2192,Total Recall,Action|Adventure|Sci-Fi|Thriller,861.0
2194,Ferris Bueller's Day Off,Comedy,9377.0
2216,Goldfinger,Action|Adventure|Thriller,658.0
2217,From Russia with Love,Action|Adventure|Thriller,657.0
2218,Dr. No,Action|Adventure|Thriller,646.0
2220,"Fistful of Dollars, A (Per un pugno di dollari)",Action|Western,391.0
2222,Home Alone 2: Lost in New York,Children|Comedy,772.0
2224,Fight Club,Action|Crime|Drama|Thriller,550.0
2246,RoboCop,Action|Crime|Drama|Sci-Fi|Thriller,5548.0
2247,RoboCop 2,Action|Crime|Sci-Fi|Thriller,5549.0
2248,Who Framed Roger Rabbit?,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,856.0
2250,For Your Eyes Only,Action|Adventure|Thriller,699.0
2251,Licence to Kill,Action|Adventure|Thriller,709.0
2252,Live and Let Die,Action|Adventure|Thriller,253.0
2254,Thunderball,Action|Adventure|Thriller,660.0
2257,Being John Malkovich,Comedy|Drama|Fantasy,492.0
2258,Princess Mononoke (Mononoke-hime),Action|Adventure|Animation|Drama|Fantasy,128.0
2262,"Bone Collector, The",Thriller,9481.0
2263,"Insider, The",Drama|Thriller,9008.0
2275,Falling Down,Action|Drama,37094.0
2284,Spaceballs,Comedy|Sci-Fi,957.0
2285,Robin Hood,Adventure|Animation|Children|Comedy|Musical,11886.0
2290,Trading Places,Comedy,1621.0
2300,Dogma,Adventure|Comedy|Fantasy,1832.0
2324,Sleepy Hollow,Fantasy|Horror|Mystery|Romance,2668.0
2325,"World Is Not Enough, The",Action|Adventure|Thriller,36643.0
2345,Awakenings,Drama|Mystery,11005.0
2352,End of Days,Action|Fantasy|Horror|Mystery|Thriller,9946.0
2353,Toy Story 2,Adventure|Animation|Children|Comedy|Fantasy,863.0
2370,"Green Mile, The",Crime|Drama,497.0
2376,Bicentennial Man,Drama|Romance|Sci-Fi,2277.0
2377,Stuart Little,Children|Comedy|Fantasy,10137.0
2380,Magnolia,Drama,334.0
2390,Man on the Moon,Comedy|Drama,1850.0
2391,Galaxy Quest,Adventure|Comedy|Sci-Fi,926.0
2392,"Talented Mr. Ripley, The",Drama|Mystery|Thriller,1213.0
2400,"Girl, Interrupted",Drama,3558.0
2407,Papillon,Crime|Drama,5924.0
2432,Sister Act,Comedy|Crime,2005.0
2437,Scent of a Woman,Drama,9475.0
2438,Wayne's World,Comedy,8872.0
